"id","Bud.Cluster","Flower","Fruit","institutionCode","specificEpithet","recordedBy","eventDate","year","month","day","verbatimEventDate","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters"
4564849,2,5,10,"SFSU","sativus","J. Reddehase","4/17/67",1967,4,17,"17-Apr-67","Marin","Audubon Canyon Ranch",37.93017001,"-122.6824802","WGS84 ",1000
3792184,2,0,13,"FSC","sativus","Carole Sowers","4/22/67",1967,4,22,"22-Apr-67","Los Angeles","Bradburry Road and Lemon Avenue, Monrovia.",34.14688,"-117.98198","WGS84",100
5569854,1,10,8,"CAS","sativus","Lewis, Lynn","5/10/70",1970,5,10,"10 May, 1970","San Mateo County","Half Moon Bay",37.46362,"-122.42975","WGS84",4000
468985,1,6,4,"SD","sativus","Frank F. Gander","3/30/40",1940,3,30,"3/30/40","San Diego","Hormiguero Ranch,",33.39493,"-117.0338","WGS84",1609
1563687,0,19,38,"UCR","raphanistrum","Louis C. Wheeler","5/13/67",1967,5,13,"5/13/67","Los Angeles","mesa between Little Dalton and Englewild Canyons",34.15472775,"-117.843942","WGS84 ",3999
304606,0,12,2,"UCSB","sativus","Art Whistler","4/25/67",1967,4,25,"4/25/67","Santa Barbara","Purisima Hills locality is 0.7 miles (via a dirt road) from State Hwy. 1, 0.6 miles south of the Hwy's intersection with the Los Alamos-Casmalia Road",34.753,"-120.416","NAD83",1000
5697344,0,10,8,"CAS","sativus","Guest, Catherine","4/11/71",1971,4,11,"11-Apr-71","Santa Clara County","Atrascedero Road, Los Altos Hills",37.39375,"-122.15587","WGS84",3500
3791446,0,4,15,"RSA","sativus","A. S. Boughey","8/15/67",1967,8,15,"8/15/67","Orange","Laguna Canyon, 4.5 miles NE of Laguna Beach.",33.57487,"-117.76454","WGS84",5000
202489,1,12,24,"OBI","sativus","R. R. LaBelle","10/10/67",1967,10,10,"10-Oct-67","San Luis Obispo","Laguna Lake, San Luis Obispo",35.26831,"-120.688872","WGS84",1100
304600,0,4,17,"UCSB","sativus","Strong, Carol","11/3/67",1967,11,3,"11/3/67","Santa Barbara","North of Campus Sports Stadium",34.4234,"-119.85441","WGS84",500
3792164,2,10,13,"FSC","raphanistrum","Jerry L. Casey","2/29/68",1968,2,29,"29-Feb-68","Fresno","Along Auberry Road, 1 mile E. of junction with Millerton Road.",36.975,"-119.61285","WGS84",2000
3792162,1,12,14,"FSC","raphanistrum","John Shive","2/21/68",1968,2,21,"21-Feb-68","Los Angeles","Corner of Big Rock Drive and Pinnacle Way, just south of Malibu, 1 /2 mile from ocean.",34.04127,"-118.61934","WGS84",150
5872887,4,11,21,"CHSC","raphanistrum","R. Barrett","4/2/68",1968,4,2,"2-Apr-68","Tehama","The Nature Conservancy Dye Creek Preserve. Cone Grove Road.",40.10608,"-122.05309","WGS84",1000
1209922,3,24,8,"RSA","sativus","W. M. Arbaugh","3/20/68",1968,3,20,"3/20/68","San Luis Obispo","Shell Beach.",35.15639,"-120.67284","WGS84",1000
202488,2,12,9,"OBI","sativus","R. L. Hoover","4/11/68",1968,4,11,"11-Apr-68","Monterey","Marina Beach",36.689066,"-121.810485","WGS84",526
5872878,3,9,12,"CHSC","raphanistrum","R. Barrett","6/18/68",1968,6,18,"18-Jun-68","Tehama","The Nature Conservancy Dye Creek Preserve. Cone Grove Road.",40.10608,"-122.05309","WGS84",1000
4459069,1,8,0,"PUA","sativus","Millie Brown","6/19/68",1968,6,19,"6/19/68","Mendocino","Local landmark: Albion. Navarro Quad.",39.21818389,"-123.7377666","WGS84 ",3999
1485142,2,5,26,"UCR","raphanistrum","Louis C. Wheeler","4/13/68",1968,4,13,"4/13/68","Los Angeles","ridge south of mouth of Big Dalton Canyon",34.15278789,"-117.8311616","WGS84 ",3999
1368000,1,9,0,"DAV","sativus","J. Doty","1/20/69",1969,1,20,"20-Jan-69","Santa Barbara","Santa Barbara County: vacant lot on Segovia Road, opposite the Alpha Chi Omega house in Goleta.",34.414251,"-119.855136","WGS84",386
2866834,0,6,18,"MACF","sativus","William V. Apton","3/14/69",1969,3,14,"3/14/69","Orange","10680 Orange Park Drive",33.80726,"-117.781566","WGS84",69
4472711,0,7,2,"PUA","sativus","Neal Wearner","4/29/69",1969,4,29,"4/29/69","Napa","Local landmark: Angwin. St. Helena Quad.",38.56820726,"-122.4410561","WGS84 ",3999
375689,0,3,10,"SDSU","raphanistrum","Oshel, Thomas W.","4/26/69",1969,4,26,"4/26/69","San Diego","Near 67th and Amherst.",32.76756,"-117.04849","WGS84",161
3801199,1,12,14,"CSLA","sativus","Steven P. Lynch","5/24/69",1969,5,24,"24-May-69","San Luis Obispo","weed along roadside. Perfumo Canyon, 3 mi. s. west of San Luis Obispo",35.2626,"-120.7125","WGS84",800
202468,0,20,17,"OBI","sativus","Felice C. Movich","4/30/69",1969,4,30,"30-Apr-69","San Luis Obispo","Grand Ave and Abbott St, San Luis Obispo",35.29142,"-120.65317","WGS84",100
4458927,1,14,14,"PUA","sativus","E.E. Ground","2/6/70",1970,2,6,"2/6/70","Napa","Local landmark: Napa River. Napa Quad.",38.37487901,"-122.3043828","WGS84 ",3999
1176,2,37,16,"LA","sativus","Jonathan Sauer","5/30/69",1969,5,30,"30-May-69","Los Angeles","Santa Monica Mountains; Tuna Canyon; lower portion of canyon",34.03974,"−118.589581","WGS84",400
202498,1,9,0,"OBI","sativus","T. W. Niilus","2/14/70",1970,2,14,"14-Feb-70","Orange","1 mi E of Yorba Linda on Imperial hwy on road cut",33.874836,"-117.80505","WGS84",896
2866594,1,1,3,"MACF","sativus","G. Fall","2/22/70",1970,2,22,"2/22/70","Orange","50 yards N. of Birch Rd. on Valencia Blvd. 0.7 mi from Imerial Highway, collected from within 5 yards on both sides of Valencia Blvd.",33.9188,"-117.84784","WGS84",50
4564845,0,5,11,"SFSU","sativus","B. Shervanick","3/16/70",1970,3,16,"3/16/70","Marin","Tomales Bay State Park. Indian Beach",38.137001,"-122.89677","WGS84",500
5840581,2,1,0,"MBNHM","sativus","Donna Olmstead","4/2/70",1970,4,2,"4/2/70","San Luis Obispo","Waste field, Santa Maria",34.953034,"-120.435719","WGS84",7563
254946,2,24,39,"LOB","sativus","J. B. Hall","4/1/70",1970,4,1,"1-Apr-70","Los Angeles","NE of Long Beach Marine Stadium, weedy lot.",33.778948,"-118.159023","WGS84",9527
4465868,4,2,0,"PUA","sativus","J.G. Nanney","4/20/70",1970,4,20,"4/20/70","Napa","Local landmark: Deer Park. St. Helena Quad.",38.5498743,"-122.4727237","WGS84 ",3999
2866491,2,6,17,"MACF","sativus","John L. Stevens","5/12/70",1970,5,12,"5/12/70","Orange","Vacant field adjacent to the San Diego Freeway, Just East of the Westminster Ave turn off.",33.75907,"-118.01989","WGS84",1000
1294392,0,3,16,"CSUSB","raphanistrum","Penny Stead","4/14/70",1970,4,14,"14-Apr-70","Riverside","Found in vacant behind A. & I. dorm at University of California, Riverside.",33.973287,"-117.328111","WGS84",1000
4457537,4,9,18,"PUA","sativus","H. Paul Buchheim","5/17/70",1970,5,17,"5/17/70","Mendocino","Local landmark: Albion. Albion Quad.",39.22485041,"-123.7761007","WGS84 ",3999
2262523,2,18,31,"LOB","sativus","M.H. Cienfuegos","4/2/70",1970,4,2,"2-Apr-70","Orange","Huntington Beach, Magnolia Ave and Newland St.",33.703825,"-117.999227","WGS84",13070
4485099,2,4,16,"PUA","sativus","J.L. Kraemer","9/7/70",1970,9,7,"9/7/70","El Dorado","Local landmark: Camino. Camino Quad.",38.69322069,"-120.6693443","WGS84 ",3999
2262524,0,7,11,"LOB","sativus","I. Schutz","7/7/70",1970,7,7,"7-Jul-70","Los Angeles","R. & R. track and Los Angeles River at 37th St., Long Beach",33.798101,"-118.126467","WGS84",7736
3801184,0,0,26,"CSLA","sativus","James Henrickson","7/24/70",1970,7,24,"24-Jul-70","Orange","1 1/2 miles NW of Huntington Beach along NW facing base of Huntington Beach Mesa bordering Bolsa Chica Salt Marsh",33.6834,"-118.0284","WGS84",100
1767614,3,11,30,"HSC","sativus","Jana Kattenhorn","10/17/70",1970,10,17,"17-Oct-70","Del Norte","Crescent City, outskirts of town, S of Hwy. 199-Hwy. 101 junction, on Hwy. 101",41.75109796,"-124.0518731","WGS84 ",969
1776466,0,10,39,"HSC","raphanistrum","Thomas W. Nelson","12/5/70",1970,12,5,"5-Dec-70","Humboldt","Eureka, 3300 block of Williams St.",40.779849,"-124.166868","WGS84",100
3801183,4,16,7,"CSLA","sativus","J. Hall","4/15/71",1971,4,15,"15-Apr-71","Los Angeles","North of Science Bldg on campus of Cal. State College L.A.",34.0666,"-118.1682","WGS84",100
304579,1,3,3,"UCSB","sativus","Carol Boyce","2/13/71",1971,2,13,"2/13/71","Santa Barbara","Coal Oil Point Reserve, West Campus of UCSB",34.4095,"-119.8786","NAD83",1000
4460311,0,4,36,"PUA","sativus","L.D. Londagin","4/25/71",1971,4,25,"4/25/71","Napa","Local landmark: Lake Hennessey. St. Helena Quad.",38.50320898,"-122.3810536","WGS84 ",3999
1777507,3,9,2,"HSC","sativus","Thomas W. Nelson","4/12/71",1971,4,12,"12-Apr-71","Humboldt","Hookton Rd. at the junction of Copenhagen Rd.",40.686761,"-124.254039","WGS84",100
304577,3,19,19,"UCSB","sativus","Ann M. Howald","3/28/71",1971,3,28,"3/28/71","Santa Barbara","Refugio Canyon, 18.5 miles north of Santa Barbara",34.5022,"-120.0659","NAD83",2900
2866494,8,7,3,"MACF","sativus","Larry J. Colin","4/30/71",1971,4,30,"4/30/71","Los Angeles","Off the Pomona Freeway westbound between Brea Canyon Rd and Water St. off ramp",33.97627,"-117.83733","WGS84",2000
2262509,0,4,31,"LOB","raphanistrum","J.V. Olmstead","5/10/71",1971,5,10,"10-May-71","Orange","intersection of Santiago Cny. Rd. and Silverado Cyn. Rd.",33.7485,"-117.673","WGS84",2000
304593,2,14,27,"UCSB","sativus","MacKay, Shelley","5/11/71",1971,5,11,"5/11/71","Orange","0.1 mile west of Bloomfield Avenue, Cypress",33.82089,"-118.06455","WGS84",3000
202466,0,0,11,"OBI","sativus","Elizabeth Rudd","5/23/71",1971,5,23,"23-May-71","San Luis Obispo","3 mi NE of Santa Margarita",35.418043,"-120.568649","WGS84",1486
3801172,1,17,34,"CSLA","sativus","J. Hall","5/28/71",1971,5,28,"28-May-71","Orange","Newport, Newport Back Bay, along roadbanks and N-facing bluffs.",33.6383,"-117.8887","WGS84",800
1804476,0,2,7,"HSC","sativus","J.P. Smith","10/6/71",1971,10,6,"6-Oct-71","Humboldt","End of Murray Rd. in McKinleyville.",40.956446,"-124.126317","WGS84",450
4488222,0,3,4,"PUA","raphanistrum","G.L. Clifton","7/1/71",1971,7,1,"7/1/71","Plumas","Local landmark: Amer Valley. Quincy Quad.",39.95319795,"-120.9260366","WGS84 ",3999
202497,0,6,8,"OBI","sativus","Susan Hopkins","4/22/72",1972,4,22,"22-Apr-72","San Luis Obispo","1.5 mi from Los Osos Valley rd",35.28867,"-120.75559","WGS84",9000
202478,0,7,12,"OBI","sativus","Lynch","5/21/71",1971,5,21,"21-May-71","San Luis Obispo","On E bank of Smith Reservoir; Cal Poly Campus",35.30831,"-120.6664","WGS84",50
3792187,1,8,22,"FSC","sativus","Beverly Fosterman","4/8/73",1973,4,8,"8-Apr-73","Santa Barbara","About 15 miles north west of University of California, Santa Barbara, near the coast by the intersection of Del Playa Drive and Camine Majorca",34.40983,"-119.86997","WGS84",350
202471,3,18,18,"OBI","sativus","Jim Pollard","8/27/72",1972,8,27,"27-Aug-72","San Luis Obispo","Laguna Lake. On the edge of a lawn approx 25 ft from the edge of the lake",35.26561,"-120.69097","WGS84",1000
202467,0,8,44,"OBI","sativus","Eric & Milanne Sundell","5/11/73",1973,5,11,"11-May-73","Santa Barbara","Lompoc",34.64528,"-120.45928","WGS84",4000
202454,1,6,18,"OBI","sativus","Barbara Mannon","8/26/72",1972,8,26,"26-Aug-72","San Luis Obispo","1/2 mi N of Los Osos in vacant lot",35.3213,"-120.83198","WGS84",1000
1294389,0,13,15,"CSUSB","sativus","R.C. Smith","5/16/73",1973,5,16,"16-May-73","San Bernardino","Greenspot near Highway 38, above Mentone.",34.07166667,"-117.0998333","WGS84",600
2866599,0,3,17,"MACF","raphanistrum","Jean Johnson","3/7/73",1973,3,7,"3/7/73","Riverside","9.7 miles north of Lake Elsinore.",33.808818,"-117.327262","WGS84",1111
1777902,0,7,6,"HSC","sativus","Thomas W. Nelson","8/14/73",1973,8,14,"14-Aug-73","Napa","E of Napa",38.297587,"-122.207657","WGS84",3000
3792198,2,13,13,"FSC","sativus","Peggy Smith; Joyce H. Hall","1/25/74",1974,1,25,"25-Jan-74","Fresno","Lost Lake Park along the east boundary fence north of entrance.",36.96866,"-119.72434","WGS84",2500
5737995,0,6,5,"CHSC","raphanistrum","Hervey Perkins","7/30/73",1973,7,30,"30-Jul-73","Nevada","Tahoe National Forest. Soda Springs (town).",36.03911,"-118.75816","WGS84",1000
3801164,1,4,85,"CSLA","raphanistrum","James Henrickson","6/15/73",1973,6,15,"15-Jun-73","Los Angeles","City of Long Beach, in open hillsides S of State University.",33.7834,"-118.1132","WGS84",800
3792195,4,7,4,"FSC","sativus","Bob Round","3/18/74",1974,3,18,"18-Mar-74","Fresno","in a valley grassland plant community at Teague and Willow road",36.85958,"-119.72984","WGS84",200
3792183,1,12,7,"FSC","sativus","Rod Anderson","3/12/74",1974,3,12,"12-Mar-74","Fresno","Found at the corner of Shaw and Academy.",36.80814,"-119.55586","WGS84",300
610290,5,14,17,"SFV","sativus","C. Ferguson","5/13/74",1974,5,13,"13-May-74","Los Angeles","San Gabriel Mountains; Placerita Canyon Natural Area. Parking area.",34.37779,"-118.46919","WGS84",400
304591,2,10,3,"UCSB","sativus","Fairfax, Jennifer","1/19/74",1974,1,19,"1/19/74","Santa Barbara","Tecolote Canyon, 1/4 mi. west of Hollister 101 overpass, 1 mi. into canyon on west side of creek",34.4352,"-119.9163","NAD83",400
4001616,5,31,29,"UNLV","raphanistrum","P.J. Leary","10/25/74",1974,10,25,"25-Oct-74","Riverside","near Ryan Mtn, in washes & their immediate benches, Joshua Tree NM",33.98461,"-116.13418","WGS84",2500
1781883,2,16,6,"HSC","sativus","Scott M. Kruse","4/9/75",1975,4,9,"9-Apr-75","Humboldt","Old Arcata Rd. and Chester Way, Arcata",40.86087828,"-124.0731931","WGS84 ",969
4458930,2,3,1,"PUA","sativus","Shelley Wagner","4/13/75",1975,4,13,"4/13/75","Butte","Local landmark: Bidwell River Park. Richardson Quad.",39.76485994,"-121.8010572","WGS84 ",500
1368005,3,16,26,"DAV","sativus","Mary M. Hektner","6/21/74",1974,6,21,"21-Jun-74","Sonoma","Sonoma County: near Sea Ranch Lodge, Unit 2 Owners' Map, Sea Ranch, near State Highway 1.",38.71519,"-123.454453","WGS84",1000
4564840,1,7,7,"SFSU","sativus","B. Trowbridge","1974-06-00",1974,6,0,"Jun-74","San Francisco","near sidewalk, 19th Avenue, S.F.S.U. Campus area, San Francisco",37.723394,"-122.475377","WGS84",301
1367995,0,15,32,"DAV","sativus","Cay Collette","5/10/75",1975,5,10,"10-May-75","Yolo","Yolo County: Knight's Landing. Approximately 100 feet from the Sacramento River.",38.80182,"-121.72264","WGS84",182
4480533,1,9,9,"PUA","sativus","G.L. Clifton","4/30/76",1976,4,30,"4/30/76","Yuba","Local landmark: Cummings Ranch. Challenge Quad.",39.45320291,"-121.2427046","WGS84 ",3999
1294394,2,6,2,"CSUSB","sativus","Rita Gibbons","6/5/75",1975,6,5,"5-Jun-75","Riverside","1/2 mile north of Highway 60, on Heacock Ave., Sunnymead",33.94863889,"-117.2443611","WGS84",246
1786214,1,1,19,"HSC","raphanistrum","Linda M. Barker","7/5/76",1976,7,5,"5-Jul-76","Humboldt","3 mi. W of Arcata",40.883693,"-124.148922","WGS84",627
4460478,1,11,9,"PUA","sativus","Mark Parsons","3/12/77",1977,3,12,"3/12/77","Fresno","Local landmark: Lost Lake Recreation Area. Friant Quad.",36.97131739,"-119.7251304","WGS84 ",3999
1784768,6,14,12,"HSC","sativus","Peter Sorensen","6/14/76",1976,6,14,"14-Jun-76","Humboldt","North spit",40.78526,"-124.208265","WGS84",1000
778436,1,10,8,"RSA","sativus","R. F. Thorne","5/4/77",1977,5,4,"5/4/77","Orange","Santa Ana Mountains: Trabuco Canyon.",33.66689,"-117.5884","WGS84",1500
2056948,3,11,11,"CHSC","raphanistrum","Lowell Ahart","5/22/77",1977,5,22,"5/22/77","Butte","Pasture field, Peter Ahart Ranch, about 2 miles north and 1 1/4 miles east of Honcut, about 12 miles south of Oroville.",39.3575,"-121.512222","NAD83",805
1800936,1,9,7,"HSC","sativus","George Kirn","9/10/77",1977,9,10,"10-Sep-77","Humboldt","Eureka, G and 1st St.",40.805469,"-124.165696","WGS84",86
202503,0,8,34,"OBI","raphanistrum","Kamran Alavi","8/19/77",1977,8,19,"19-Aug-77","San Luis Obispo","1330 8th St, Baywood Park",35.32752,"-120.83408","WGS84",25
2866661,2,18,15,"MACF","raphanistrum","Trudy R. Erickson","4/24/78",1978,4,24,"24-Apr-78","Orange","Campus, California State University, Fullerton, on Arboretum grounds.",33.88647,"-117.88327","WGS84",266
2040704,3,12,11,"CHSC","raphanistrum","Eric J. Miller","4/24/78",1978,4,24,"4/24/78","Tehama","Ca. 1 km w of Sacramento River at Woodson Bridge.",39.909444,"-122.103611","NAD83",4828
304550,1,3,13,"UCSB","sativus","Lestak, Leanne","6/2/78",1978,6,2,"6/2/78","Santa Barbara","Travelling west on El Colegio marshlands on right side of road just past Los Carneros",34.434282,"-119.85365","WGS84",1500
304561,2,22,29,"UCSB","sativus","Martinez, L.","1/27/79",1979,1,27,"1/27/79","Santa Barbara","Corner of Sabado Tarde and Camino Corto, vacant lot, Isla Vista",34.417415,"-119.861133","WGS84",3000
304558,0,7,16,"UCSB","sativus","Mead, K.","2/8/79",1979,2,8,"2/8/79","Santa Barbara","100 meters west of lagoon, University of California at Santa Barbara campus, Goleta",34.412046,"-119.847642","WGS84",1000
2044164,2,8,3,"CHSC","raphanistrum","J. D. Jokerst","3/25/79",1979,3,25,"3/25/79","Butte","At edge of Table Mountain, E edge of mountain N of Cherokee Rd. T20N R04E S17 USGS Quadrangle: Oroville 1:24,000",39.596667,"-121.54","NAD83",402
304548,2,13,16,"UCSB","sativus","Wayne R. Ferren","3/22/79",1979,3,22,"3/22/79","Santa Barbara","Margin of Apple Rd.; Carpinteria Salt Marsh, Carpinteria",34.4009,"-119.5346","NAD83",700
304560,5,8,11,"UCSB","sativus","Kathleen Aste","2/18/79",1979,2,18,"2/18/79","Santa Barbara","North side of Estero Rd., between Camino Corto and Camino Del Sur Roads, Isla Vista",34.417415,"-119.861133","WGS84",3000
304596,0,2,30,"UCSB","sativus","Paul Reisentz","4/22/79",1979,4,22,"4/22/79","Ventura","Mirror Lake, 1/2 mile south of intersection of Hwy. 150 and Hwy. 33, 3 miles SW of Ojai, 12 miles N of Ventura",34.423,"-119.2903","WGS84",200
4460519,0,7,14,"PUA","sativus","Bill Grummer","4/11/79",1979,4,11,"4/11/79","Napa","Local landmark: Bothe Napa Valley State Park. Calistoga Quad.",38.55254081,"-122.521558","WGS84 ",3999
1806660,0,7,6,"HSC","sativus","Melany Seacat","6/6/79",1979,6,6,"6-Jun-79","Mendocino","Big River Estuary, N side of river at mouth",39.30668298,"-123.7813161","WGS84 ",969
202457,1,5,2,"OBI","sativus","Chris Hopkins","4/2/79",1979,4,2,"2-Apr-79","San Luis Obispo","Adj to Mustang Village parking lot",35.29689,"-120.66738","WGS84",300
304547,1,14,23,"UCSB","sativus","Wayne R. Ferren","6/4/79",1979,6,4,"6/4/79","Santa Barbara","Along western margin of Sandyland Cove Rd., Carpinteria Salt Marsh, Carpinteria",34.3991,"-119.5298","NAD83",800
304608,4,4,19,"UCSB","sativus","Stout, Bob","2/7/80",1980,2,7,"2/7/80","Santa Barbara","Large field across mobile home park at 7465 Hollister Avenue, Goleta",34.42648,"-119.88769","WGS84",150
1443128,2,16,46,"UCR","sativus","David J. Keil","3/27/80",1980,3,27,"3/27/80","San Luis Obispo","Calif. Hwy 166, 1 mi. east of U.S. Hwy 101",34.99529737,"-120.4175673","WGS84 ",3999
3726377,5,13,21,"UCSB","raphanistrum","Jeff C. Barrett","2/21/80",1980,2,21,"2/21/80","Santa Barbara","1/4 mi. inshore 1/4 mi. west of Coal Oil Pt. on western edge Coal Oil Pt. Reserve.",34.414536,"-119.880431","WGS84",400
202474,1,23,24,"OBI","sativus","Kathlene Henry","7/26/79",1979,7,26,"26-Jul-79","San Luis Obispo","Shell Beach. 500 ft from the Pacific Ocean",35.15555,"-120.67293","WGS84",700
304540,3,15,7,"UCSB","raphanistrum","Martin Fletcher","3/29/80",1980,3,29,"3/29/80","Santa Barbara","100 feet north of Rancho Real, 0.2 mile west of Las Panochas.",34.469008,"-120.322582","WGS84",1000
4567197,4,14,8,"SFSU","sativus","R.H. Gin","4/9/80",1980,4,9,"4/9/80","San Francisco","Mount Lake W. Pac. Ave., San Francisco",37.788034,"-122.470936","WGS84",301
304545,3,7,7,"UCSB","sativus","Sue L. Fritzke","3/10/80",1980,3,10,"3/10/80","Santa Barbara","NW corner of Trigo Rd. and Camino Corto, in empty lot, In Isla Vista",34.417415,"-119.861133","WGS84",3000
202482,2,10,3,"OBI","sativus","Melody Dickens","4/16/80",1980,4,16,"16-Apr-80","San Luis Obispo","Morro Rock, Morro Bay",35.36914,"-120.86781","WGS84",385
1368039,9,33,9,"DAV","sativus","Clinton C. Shock","4/20/80",1980,4,20,"20-Apr-80","Solano","Solano County: 0.2 mile south of Hastings Road on Cook Lane.",38.26,"-121.84736","WGS84",4000
4567196,4,11,9,"SFSU","sativus","R.H. Gin","5/9/80",1980,5,9,"5/9/80","San Francisco","Land's End, on main path; along side of road, San Francisco",37.78781,"-122.505743","WGS84",301
4564846,1,5,13,"SFSU","sativus","D. White","6/30/80",1980,6,30,"6/30/80","Marin","Tiburon freshwater marsh, along S edge",37.87718,"-122.4596","WGS84",125
304553,7,0,1,"UCSB","sativus","Steele, Kelly; Koehler, D.; Gordon, Patricia","4/30/80",1980,4,30,"4/30/80","Santa Barbara","Southwest of intersection of Storke Road and El Colegio, and adjacent to Isla Vista, on northern portion of West Campus, UCSB",34.416,"-119.8705","NAD83",500
4564843,2,7,12,"SFSU","sativus","M.N. Josselyn, R.J. Perez","1981-05-00",1981,5,0,"May-81","San Mateo","Hayward Regional Shoreline, Hayward, ca. 1.5 km north of the San Mateo bridge; on levees",37.57067,"-122.288806","WGS84",301
304544,1,4,12,"UCSB","sativus","Thomson, Jean","5/3/81",1981,5,3,"5/3/81","Santa Barbara","Coastal mesa ca. 2 km. west of Isla Vista and 1 km. south of Ellwood Station, Goleta",34.4224,"-119.8873","NAD83",500
330070,0,2,38,"UCSB","sativus","Paul Reisentz","8/3/80",1980,8,3,"8/3/80","Ventura","Mirror Lake, 0.5 mile south of intersection of Hwy 150 and Hwy 33, 3 miles SW of Ojai, 12 miles N of Ventura",34.423,"-119.2903","WGS84",200
4564844,1,7,17,"SFSU","sativus","Katherine Culligan","5/14/81",1981,5,14,"5/14/81","Alameda","roadside between Redwood Gate and main parking lot",37.80448,"-122.14649","WGS84",400
202483,2,12,21,"OBI","sativus","Melody Dickens","5/30/80",1980,5,30,"30-May-80","San Luis Obispo","Black Hill, Morro Bay state park",35.358455,"-120.831472","WGS84",1000
1443129,5,17,16,"UCR","sativus","P. Tomlinson","5/15/81",1981,5,15,"5/15/81","Riverside","University of California property South of Pennsylvania Ave. (now Martin Luther King Blvd) and east of Chicago Ave. Along the water canal (now mostly dry) 0.1 mi. south of Pennsylvania Ave.",33.96668614,"-117.3425371","WGS84 ",3999
202462,5,9,22,"OBI","sativus","David J. Keil","5/16/81",1981,5,16,"16-May-81","San Luis Obispo","Area around Arroyo de la Cruz near its crossing of Calif hwy 1",35.708335,"-121.304","WGS84",200
202481,1,10,48,"OBI","sativus","Melissa Luckow","6/25/81",1981,6,25,"25-Jun-81","San Luis Obispo","Just N of San Simeon Beach",35.591763,"-121.122132","WGS84",1876
2046467,4,11,1,"CHSC","raphanistrum","R. E. Preston","1/1/82",1982,1,1,"1/1/82","Butte","In almond orchard, e side of River Rd. ca. 1 mi s of Sacramento Ave.; Chico Landing site, ca. 5 mi w of Chico. T22N R01W S35 USGS Quadrangle: Chico 1:64,000",39.711944,"-121.944444","NAD83",402
1443125,2,10,31,"UCR","sativus","Melody Lardner","5/19/81",1981,5,19,"5/19/81","Riverside","Main Street Canyon, 3.5 mi. south of Hwy 91 at the end of Main Street.",33.81668837,"-117.5758716","WGS84 ",3999
202477,3,10,45,"OBI","sativus","Lorraine Vinland","7/3/81",1981,7,3,"3-Jul-81","San Luis Obispo","On side of hwy 101, near the Marsh St turnoff",35.27446,"-120.67089","WGS84",500
304563,4,5,18,"UCSB","sativus","Keppeler, E.","3/10/82",1982,3,10,"3/10/82","Santa Barbara","Field across from University Children's Center and adjacent to stable facilities, West Campus, UCSB",34.4163,"-119.8707","NAD83",500
1459126,0,4,5,"UCR","sativus","Michael Theroux","3/30/82",1982,3,30,"3/30/82","Kern","One mile SW of Cottonwood Creek at Breckenridge Rd., 2 miles east of Comanche Drive",35.37633066,"-118.8165605","WGS84 ",3999
943444,1,1,20,"RSA","sativus","Mary Duke","5/15/82",1982,5,15,"15-May-82","Riverside","CA Hwy 74, just off highway E of Elsinore, 1 mi W of Hwy 15.",33.68679,"-117.35599","WGS84",2000
202494,5,14,24,"OBI","sativus","Smeltzer/Turnquist","4/6/82",1982,4,6,"6-Apr-82","San Luis Obispo","SE side of Laguna Lake Park",35.26395,"-120.68245","WGS84",357
2049534,2,3,7,"CHSC","raphanistrum","R. E. Preston","11/5/82",1982,11,5,"11/5/82","Butte","At roadside, n side of Cana Hwy, 100 yds e of Cana-Pine Creek Rd, Cana. T23N R01W S16 SSW border USGS Quadrangle: Nord 1:24,000",39.840556,"-121.993056","NAD83",805
2050542,0,0,10,"CHSC","raphanistrum","M. S. Taylor","11/11/82",1982,11,11,"11/11/82","Monterey","Along RR tracks opposite Hopkins Marine Station, at Pt Cabrillo, Pacific Grove. T15S R01W S USGS Quadrangle: Monterey",36.619722,"-121.905","NAD83",402
2049551,3,14,31,"CHSC","raphanistrum","R. E. Preston","1/9/83",1983,1,9,"1/9/83","Butte","On levee of irrigation ditch, w side of Aguas Frias Rd ca. 0.9 mi n of Richvale Rd, ca. 6 mi w of Richvale. T19N R01E S16 NE corner USGS Quadrangle: Nelson 1:24,000",39.503333,"-121.857778","NAD83",402
2049538,1,3,4,"CHSC","raphanistrum","R. E. Preston","11/13/82",1982,11,13,"11/13/82","Butte","Along sides of Chico-Butte City Hwy, ca. 13 1/2 mi ssw of Chico. T20N R01E S31 NW1/4 USGS Quadrangle: Llano Seco 1:24,000",39.551667,"-121.908611","NAD83",402
2049904,2,8,18,"CHSC","raphanistrum","Vernon Oswald","12/28/82",1982,12,28,"12/28/82","Butte","Upper Bidwell Park, Chico, at the w end of Horseshoe Lake near Parking Area C.",39.771944,"-121.783611","NAD83",402
2049555,5,5,12,"CHSC","sativus","R. E. Preston","2/16/83",1983,2,16,"2/16/83","Butte","At the SW corner of the intersection of Notre Dame Blvd & Forest Ave, Chico. T22N R02E S31 USGS Quadrangle: Chico 1:24,000",39.716389,"-121.795","NAD83",402
632879,2,11,13,"IRVC","sativus","Robert Lee Allen","2/12/83",1983,2,12,"12-Feb-83","Orange","Fullerton; Hillcrest Park",33.882612,"-117.921964","WGS84",334
