image,Bud Cluster,Flower,Fruit,catalogNumber,gbifID,institutionCode,recordedBy,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,specificEpithet
2807518089,1,13,8,2807518089,2807518089,PRC,Alfred Traverse,1960-04-23,114,114,1960,4,23,NA,Texas,Harris,NA,"Houston (Spring Branch), 1428 Adkins Road. Flowerbed, E side of house.",NA,NA,NA,Raphanus sativus L.,sativus
5068043248,0,0,49,5068043248,5068043248,Keene State University,David Edward Boufford,1970-07-29,210,210,1970,7,29,NA,New Hampshire,Cheshire,Swanzey,NA,42.8625,-72.29601,7787.0,Raphanus raphanistrum L.,raphanistrum
3865101236,0,4,41,3865101236,3865101236,PH,"Robert L. Schaeffer, Jr.",1941-07-14,195,195,1941,7,14,NA,Pennsylvania,Northampton,NA,0.25 mi. N of Walnutport,40.757885,-75.598797,864.0,Raphanus sativus L.,sativus
3496963410,1,6,0,3496963410,3496963410,ODU,George Dulpa,1978-04-04,94,94,1978,4,4,NA,Virginia,Virginia Beach City,NA,"Mill Landing Road, Back Bay",36.643638,-76.010691,2193.0,Raphanus raphanistrum L.,raphanistrum
3820738935,0,1,0,3820738935,3820738935,OSU,Myrtle Burnap,1906-05-02,122,122,1906,5,2,NA,Oregon,Benton,NA,Corvallis,44.5647,-123.2608,4828.0,Raphanus sativus L.,sativus
3744713792,0,11,4,3744713792,3744713792,UNA,Alvin R. Diamond,2002-02-02,33,33,2002,2,2,2/2/2002,Alabama,Covington,NA,"US Hwy 84 at railroad in River Falls, S of the road, W of tracks T4N R15E S3",31.34,-86.53,NA,Raphanus raphanistrum L.,raphanistrum
2859373862,0,5,1,2859373862,2859373862,CM,"Buker, W.E.",1945-07-21,202,202,1945,7,21,21 Jul 1945,Pennsylvania,Venango,NA,"5 mi NE of Lisbon, along Allegheny River below Truetts",41.19653,-79.79427,10419.0,Raphanus raphanistrum L.,raphanistrum
3865108369,0,1,15,3865108369,3865108369,PH,W.L. Dix,1958-11-12,316,316,1958,11,12,NA,Pennsylvania,Bucks,NA,1 mi. SW of Morrisville,40.198398,-74.788038,1119.0,Raphanus raphanistrum L.,raphanistrum
2234329345,1,4,25,2234329345,2234329345,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Rockingham,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865097247,0,10,6,3865097247,3865097247,PH,Thomas Seal,1883-07-03,184,184,1883,7,3,NA,Pennsylvania,Chester,NA,Unionville,39.895387,-75.734384,3095.0,Raphanus sativus L.,sativus
3709848955,4,14,55,3709848955,3709848955,GA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Geneva County,NA,"Geneva County, AL",31.0451,-85.87446,2500,Raphanus raphanistrum L.,raphanistrum
1998950073,0,0,26,1998950073,1998950073,NEBC,W. Deane,1918-08-07,219,219,1918,8,7,"Aug. 7, 1918",New Hampshire,Coos County,Shelburne,Shelburne,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2515436248,1,0,14,2515436248,2515436248,NA,Thomas RD,1984-05-08,129,129,1984,5,8,NA,NA,NA,NA,"Flora of Louisaina. Parish: Richland. Unplowed soybean field south of La. 15 on Richland Plantation, 1.5 miles west of Rhymes and La. 133, Sec. 10, T26N, R5E.",NA,NA,NA,Rapistrum raphanistrum (L.) Crantz,raphanistrum
2989913332,2,15,6,2989913332,2989913332,RSA,Joan Stewart,1992-02-17,48,48,1992,2,17,17 Feb 1992,California,Tulare,NA,Sierra Nevada; Southern Sierra Nevada: Hwy 190 above bridge.,NA,NA,NA,Raphanus L.,NA
3865096285,0,2,8,3865096285,3865096285,PH,Louise F. A. Tanger,1938-06-23,174,174,1938,6,23,NA,Pennsylvania,Lancaster,NA,0.5 mi. NE of Schoeneck,40.246605,-76.167402,592.0,Raphanus raphanistrum L.,raphanistrum
SML_3978755506,2,13,38,SML_3978755506,3978755506,BAYLU,R. Kral,1977-04-08,98,98,1977,4,8,NA,Georgia,Sumter,NA,"Sandy roadside, Leslie",32.042339,-84.236062,24109.0,Raphanus sativus L.,sativus
2992913303,0,11,19,2992913303,2992913303,USF,R. J. Barr,1967-05-11,131,131,1967,5,11,NA,California,Orange Co.,NA,"El Toro Road E of El Toro, Santa Ana Mountains.",33.4167,-116.133,NA,Raphanus sativus L.,sativus
5067915325,1,0,3,5067915325,5067915325,University of New Hampshire,W. F. Nichols; V. C. Nichols Sr.,2006-08-31,243,243,2006,8,31,NA,New Hampshire,Rockingham,Rye,Star Island,43.01408,-70.76224,5957.0,Raphanus raphanistrum L.,raphanistrum
3865378425,0,4,6,3865378425,3865378425,PH,"Robert L. Schaeffer, Jr.",1950-08-28,240,240,1950,8,28,NA,Pennsylvania,Lehigh,NA,1 mi. NE of Leather Corner Post,40.631176,-75.624743,1043.0,Raphanus sativus L.,sativus
2573522511,2,2,11,2573522511,2573522511,COLO,NA,NA,NA,NA,NA,NA,NA,NA,New York,Richmond,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5011564406,1,3,4,5011564406,5011564406,CCUH,"Smith, Linda",1979-03-14,73,73,1979,3,14,NA,South Carolina,Horry,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2270489880,1,3,5,2270489880,2270489880,ASU,Ken E. Rogers,1972-07-19,201,201,1972,7,19,"July 19, 1972",Mississippi,Forrest,Hattiesburg,"Hattiesburg, Forrest County",31.315833,-89.308611,10000.0,Raphanus sativus L.,sativus
5070543329,0,2,3,5070543329,5070543329,BALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
3331181566,1,1,3,3331181566,3331181566,MVSC,J.M. Rominger,1967-03-03,62,62,1967,3,3,1967-03-03,California,Ventura Co.,NA,"5 mi W of Filmore, CA",34.388881,-118.97081,5000.0,Raphanus sativus L.,sativus
3709897885,6,9,1,3709897885,3709897885,GA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,Rockingham County,NA,"Rockingham County, NH",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234332064,0,9,13,2234332064,2234332064,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Aiken,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865380405,0,1,5,3865380405,3865380405,PH,"Robert L. Schaeffer, Jr.",1946-07-19,200,200,1946,7,19,NA,Pennsylvania,Northampton,NA,just S of Glendon,40.662587,-75.23601,475.0,Raphanus sativus L.,sativus
SML_5083369513,1,2,10,SML_5083369513,5083369513,NEBC,"A. W. Milby, J. K. Mitchell & J. M. Echeverría",2024-09-28,272,272,2024,9,28,NA,Maine,Waldo County,Searsport,"Sears Island, NW 1/4",44.44799,-68.8813,1000,Raphanus raphanistrum L.,raphanistrum
5067924816,6,6,24,5067924816,5067924816,University of New Hampshire,C. F. Batchelder,1913-08-30,242,242,1913,8,30,NA,New Hampshire,Hillsborough,Peterborough,open roadside,42.89051,-71.93935,7291.0,Raphanus raphanistrum L.,raphanistrum
2413154142,1,25,16,2413154142,2413154142,LOB,DeBoyd L. Smith,1965-04-24,114,114,1965,4,24,"April 24, 1956",NA,NA,NA,Campus L.B.S.C.,33.783692,-118.113697,565.0,Raphanus sativus L.,sativus
SML_5198218870,0,0,14,SML_5198218870,5198218870,CAS,"Suksdorf, Wilhelm N.",1900-06-04,155,155,1900,6,4,"June 4, 1900",Washington,Klickitat County,NA,Bingen (From the Bottomlands).,NA,NA,NA,Raphanus sativus L.,sativus
3865107322,0,0,8,3865107322,3865107322,PH,David Berkheimer,1944-07-20,202,202,1944,7,20,NA,Pennsylvania,Montgomery,NA,0.25 mi. SW of Glasgow,40.261145,-75.664099,380.0,Raphanus raphanistrum L.,raphanistrum
1999041745,0,3,3,1999041745,1999041745,NEBC,R. C. Bean,1916-10-08,282,282,1916,10,8,"Oct. 8, 1916",Massachusetts,Middlesex County,Wakefield,Wakefield,42.50164,-71.05913,3000,Raphanus sativus L.,sativus
3865380393,4,8,0,3865380393,3865380393,PH,C. P. Brown,1905-04-04,94,94,1905,4,4,4/4 1905,Pennsylvania,Chester,NA,Westtown Farm; Westtown Boarding School,39.933658,-75.555949,875.0,Raphanus L.,NA
1998633167,1,3,30,1998633167,1998633167,NEBC,[no data available],1907-10-12,285,285,1907,10,12,NA,Rhode Island,Kent County,Warwick,Warwick,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3331186470,1,6,14,3331186470,3331186470,MVSC,Mary Emma Groff,1958-07-23,204,204,1958,7,23,1958-07-23,Delaware,Kent County,NA,Bombay Hook,39.35278,-75.49444,NA,Raphanus raphanistrum L.,raphanistrum
2430460223,2,13,8,2430460223,2430460223,RSA,Steve Boyd; Orlando Mistretta,1991-05-09,129,129,1991,5,9,"May 9, 1991",California,Orange,NA,"Crest of range at Oak Flat, SE of Sierra Peak, just West of Riverside County Line.",NA,NA,NA,Raphanus sativus L.,sativus
5067923812,0,1,4,5067923812,5067923812,University of New Hampshire,W. W. Eggleston,NA,NA,NA,NA,NA,NA,NA,New Hampshire,Grafton,Hanover,[no precise locality],43.71556,-72.19101,9733.0,Raphanus raphanistrum L.,raphanistrum
3969592827,1,7,0,3969592827,3969592827,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
5159117472,4,14,18,5159117472,5159117472,CSCN,N. Duane Atwood,1993-03-26,85,85,1993,3,26,26 March 1993,California,Riverside,NA,6 miles NE of San Juan Capistrana along Hwy 74.,NA,NA,NA,Raphanus sativus L.,sativus
2514099464,1,0,12,2514099464,2514099464,NA,Brown HE,1987-06-11,162,162,1987,6,11,NA,NA,NA,NA,"California, collected north side Mt. Shasta, Siskiyou County.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865376382,0,1,16,3865376382,3865376382,PH,Edgar T. Wherry,1953-06-10,161,161,1953,6,10,NA,Pennsylvania,Bucks,NA,0.5 mi. N of Brownsburg,40.323816,-74.921335,575.0,Raphanus raphanistrum L.,raphanistrum
3925803547,6,11,2,3925803547,3925803547,MISS,S. B. Jones,1966-04-30,120,120,1966,4,30,4/30/1966,Mississippi,Harrison,NA,Along Hwy 90 in Gulfport nr Beach.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2989940285,3,5,5,2989940285,2989940285,RSA,Kristina Sargeant,1992-04-04,95,95,1992,4,4,04 April 92,California,Los Angeles,NA,Flat lot on north side of Tetley St. approx. 200 ft east of intersection of Hacienda Blvd. and Tetley St. in Hacienda Heights.,NA,NA,NA,Raphanus sativus L.,sativus
3865373303,0,3,20,3865373303,3865373303,PH,Thomas C. Porter,1898-07-15,196,196,1898,7,15,NA,Pennsylvania,Northampton,NA,"Bushkill, Easton",40.702944,-75.252232,3314.0,Raphanus sativus L.,sativus
CDA-0003831,0,4,2,CDA-0003831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234328717,0,0,33,2234328717,2234328717,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Columbus,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865092206,1,8,10,3865092206,3865092206,PH,"Robert L. Schaeffer, Jr.",1952-07-05,187,187,1952,7,5,NA,Pennsylvania,Lehigh,NA,1.5 mi. N of Germans Corners,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897880737,0,0,15,3897880737,3897880737,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Monmouth,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2573489909,0,1,20,2573489909,2573489909,COLO,NA,NA,NA,NA,NA,NA,NA,NA,New York,Bronx,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3357380603,0,4,2,3357380603,3357380603,GMUF,Ted Bradley,1981-08-01,213,213,1981,8,1,1 Aug 1981,Virginia,Loudoun,NA,"Along Potomac River at jct. of U.S. 340 and rte. 671, e. of Harper's Ferry, W. Va.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859338848,2,10,5,2859338848,2859338848,CM,"Shafer, J.A.",1884-08-17,230,230,1884,8,17,17 Aug 1884,Pennsylvania,Allegheny,NA,"Pittsburgh, 18th Ward",40.421076,-80.002871,NA,Raphanus sativus L.,sativus
SML_3749287346,2,12,25,SML_3749287346,3749287346,NEBC,R. I. Bertin B. A. Trowbridge,2020-09-24,268,268,2020,9,24,NA,Massachusetts,Worcester County,Princeton,Wachusett Reservation,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344481290,10,12,4,3344481290,3344481290,CLEMS,"Payne, D.",2006-05-11,131,131,2006,5,11,NA,South Carolina,Beaufort,NA,At the on London Ave. at the corner at the SW corner of London Ave & 8th St. Town of Port Royal.,32.373389,-80.691056,NA,Raphanus sativus L.,sativus
2430196006,1,7,17,2430196006,2430196006,RSA,W. R. Ferren,1983-05-07,127,127,1983,5,7,7 May 1983,California,Santa Barbara,NA,La Purisima Mission State Historic Park: 2 km NE of Lompoc City Limit.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820748835,4,22,4,3820748835,3820748835,OSU,Richard R. Halse,2020-09-28,272,272,2020,9,28,28 Sept 2020,Oregon,Benton,NA,Along Old River Road one mile east of its junction with State Hwy. 99W north of Monroe,44.37825,-123.26903,NA,Raphanus raphanistrum L.,raphanistrum
SML_1998850407,2,3,3,SML_1998850407,1998850407,ECON,O. Ames,1916-07,NA,NA,1916,7,NA,NA,Massachusetts,Bristol County,Easton,"Borderland, N. Easton",42.07479,-71.14571,1637m,Raphanus sativus L.,sativus
3496963491,3,8,1,3496963491,3496963491,ODU,Gisela Grimm; Becky White,1991-10-04,277,277,1991,10,4,NA,Virginia,Southampton,NA,"Rt. 611 at Joyners Bridge,",36.733483,-76.916627,211.0,Raphanus raphanistrum L.,raphanistrum
3469882089,3,8,17,3469882089,3469882089,NO,E. Sundell,1975-07-13,194,194,1975,7,13,NA,Vermont,Orange,NA,NA,NA,NA,NA,Raphanus L.,NA
CDA-0003827,0,11,28,CDA-0003827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3865379348,0,0,12,3865379348,3865379348,PH,Otway H. Brown,1918-08-24,236,236,1918,8,24,Aug 24 1918,New Jersey,Cape May,NA,Cold Spring,38.9667,-74.9167,1264.0,Raphanus raphanistrum L.,raphanistrum
SML_1998567797,0,2,15,SML_1998567797,1998567797,ECON,D. A. Bissett,1912-10-01,275,275,1912,10,1,NA,Maryland,NA,NA,"Yarrow P.l. Garden, Rockville",NA,NA,NA,Raphanus sativus L.,sativus
4929697638,0,8,43,4929697638,4929697638,UF,Natalie M. Heaton;Colin Connealy,2023-04-25,115,115,2023,4,25,NA,Florida,Alachua,NA,NA,29.638642,-82.352501,NA,Raphanus raphanistrum L.,raphanistrum
2573115035,3,4,2,2573115035,2573115035,VT,NA,1981-06-06,157,157,1981,6,6,1981-6-6,Connecticut,New London,Stonington,NA,41.3683,-71.90669,8831.0,Raphanus raphanistrum L.,raphanistrum
3865363250,0,0,0,3865363250,3865363250,PH,Joel J. Carter,1863-06,NA,NA,1863,6,NA,NA,Pennsylvania,Chester,NA,Russelville,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5103867657,2,18,18,5103867657,5103867657,WILLI,"Gray, Karen F",1971-04-14,104,104,1971,4,14,NA,Virginia,York,NA,beside Co Rt 646; 1 mi from jct with Rt 616; 5 mi W of Williamsburg,37.368236,-76.713777,2332.0,Raphanus raphanistrum L.,raphanistrum
4088570123,0,5,43,4088570123,4088570123,USMS,John R. MacDonald,1994-04-26,116,116,1994,4,26,4/26/1994,Mississippi,Monroe,NA,"roadside of US Hwy. 45 at 1.5 mi N of Lowndes Co. line, area of hwy. construction",33.689717,-88.435074,3136.0,Raphanus raphanistrum L.,raphanistrum
3865092210,0,0,8,3865092210,3865092210,PH,David Berkheimer,1964-07-21,203,203,1964,7,21,NA,Pennsylvania,Somerset,NA,2 mi E of Rummel,40.217848,-78.770116,785.0,Raphanus raphanistrum L.,raphanistrum
5103607367,3,4,0,5103607367,5103607367,UTEP,Collector(s): David J. Keil,1980-03-27,87,87,1980,3,27,27-Mar-80,California,San Luis Obispo County,NA,"on State Highway 166, 1 mile E of junction with United States Highway 101",34.99525,-120.417725,905.0,Raphanus raphanistrum L.,raphanistrum
4101879461,1,1,1,4101879461,4101879461,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Louisiana,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067927810,0,1,0,5067927810,5067927810,University of New Hampshire,M. Anderson,1914-08,NA,NA,1914,8,NA,NA,Maine,Cumberland,Falmouth,NA,43.74338,-70.27825,9104.0,Raphanus raphanistrum L.,raphanistrum
5070543295,0,2,0,5070543295,5070543295,BALT,Bonnie DuVall,1973-06-03,154,154,1973,6,3,6/3/1973,Maryland,Anne Arundel,NA,"MD-3, 0.5 mi. N of Benfield Blvd",39.10225,-76.62701,450,Raphanus sativus L.,sativus
1999180641,1,5,3,1999180641,1999180641,NEBC,Charles Bullard,1933-08-30,242,242,1933,8,30,Aug 30 1933,New Hampshire,Merrimack County,Hill,Hill,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999288224,0,1,7,1999288224,1999288224,NEBC,T. W. Wells,1968-08-26,239,239,1968,8,26,"Aug. 26, 1968",Maine,York County,Old Orchard Beach,Old Orchard Beach,43.52113,-70.38483,3400,Raphanus raphanistrum L.,raphanistrum
3498205055,2,5,4,3498205055,3498205055,SBAC,"Damrel, D.Z.; Damrel, D.W.",2008-10-05,279,279,2008,10,5,NA,South Carolina,Aiken,NA,SILVER BLUFF AUDUBON CENTER & SANCTUARY. Kathwood lakes/ off berm road.,33.33885,-81.839567,NA,Raphanus raphanistrum L.,raphanistrum
4912157312,3,11,23,4912157312,4912157312,BRY,Richard R. Halse,2020-09-28,272,272,2020,9,28,2020-9-28,Oregon,Benton,NA,Along old River Road one mile east of its junction with State Hwy. 99W north of Monroe.,44.37825,-123.26903,NA,Raphanus raphanistrum L.,raphanistrum
3469833006,5,3,17,3469833006,3469833006,LSU,R. Dale Thomas,1978-05-31,151,151,1978,5,31,NA,Louisiana,Morehouse,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5103891216,2,1,2,5103891216,5103891216,WILLI,"Blackman, Douglas E",1977-05-17,137,137,1977,5,17,NA,New Jersey,Cape May,NA,"Waterway Rd, along marsh edge. 0.25 m W of intersection with Bay Ave. Ocean City",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070836819,4,7,35,5070836819,5070836819,WEWO,"Carter, J. H., III",1973-06-23,174,174,1973,6,23,NA,North Carolina,Moore,Whispering Pines,3 mi. WNW. of Whispering Pines... (NC 22),35.272355,-79.417193,3938.0,Raphanus raphanistrum L.,raphanistrum
5072730541,3,4,13,5072730541,5072730541,PEMB,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Robeson,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998595906,0,5,30,1998595906,1998595906,NEBC,A. S. Pease,1959-09-05,248,248,1959,9,5,"5 Sep., 1959",New Hampshire,Coos County,Milan,Milan,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865377301,0,12,10,3865377301,3865377301,PH,Charles F. Parker,1965-06-04,155,155,1965,6,4,NA,Pennsylvania,Philadelphia,NA,"below the Navy Yard, Philadelphia",39.927632,-75.147176,6208.0,Raphanus raphanistrum L.,raphanistrum
3897880633,0,0,0,3897880633,3897880633,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New York,Orleans,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3709920254,6,20,38,3709920254,3709920254,GA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,Coos County,NA,"Coos County, OR",NA,NA,NA,Raphanus L.,NA
3496963429,3,5,0,3496963429,3496963429,ODU,John McLaughlin,1966-05-07,127,127,1966,5,7,NA,Virginia,Suffolk City,NA,Frederick College,36.805356,-76.349082,364.0,Raphanus raphanistrum L.,raphanistrum
4912151100,2,7,1,4912151100,4912151100,BRY,Robin Schramm; Richard Schoeninger; Vicki Schramm; Bill Schramm,1998-03-15,74,74,1998,3,15,1998-3-15,California,Los Angeles,NA,"Whittier Hills, formerly Cheveron Oil property. Overgrown fire road beginning at Bacon Rd and extending behind Mar Vista School and Catalina Ave.",NA,NA,NA,Raphanus sativus L.,sativus
3829914330,4,10,14,3829914330,3829914330,MISSA,Lucas Majure,2005-03-19,78,78,2005,3,19,NA,Alabama,Mobile,NA,"off of Hwy 90 in front of SuiteOne of Mobile, N of I-20; UTM 16 0387431 3383885 (NAD83)",30.582208,-88.173463,970.0,Raphanus raphanistrum L.,raphanistrum
SML_5198161855,4,12,6,SML_5198161855,5198161855,CAS,"Haydon, Walton",1914-06-01,152,152,1914,6,1,"June 1, 1914",Oregon,NA,NA,Coos River. Marshfield.,NA,NA,NA,Raphanus sativus L.,sativus
5011564468,1,2,0,5011564468,5011564468,CCUH,"Holbert, E.W.",1974-03-20,79,79,1974,3,20,NA,South Carolina,Horry,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865094239,0,1,4,3865094239,3865094239,PH,Halsted,1891-06,NA,NA,1891,6,NA,June 1891,New Jersey,Middlesex,NA,Milltown,39.73079,-75.66604,1000,Raphanus raphanistrum L.,raphanistrum
5103560761,5,21,1,5103560761,5103560761,UTEP,Collector(s): Sherman Lambert,1981-03-29,88,88,1981,3,29,29-Mar-81,California,Orange County,NA,"Newport, Backbay Ecology Reserve",33.650404,-117.880971,1438.0,Raphanus sativus L.,sativus
4436959695,1,6,4,4436959695,4436959695,State University of New York Oswego,NA,1892-07-10,192,192,1892,7,10,VII-10-1892,Massachusetts,Dukes,Martha's Vineyard,Martha's Vineyard,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344481316,0,5,10,3344481316,3344481316,CLEMS,T. C. McKinley,1995-04-01,91,91,1995,4,1,NA,South Carolina,Colleton,NA,Colleton,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998677184,0,0,12,1998677184,1998677184,NEBC,W. G. Farlow,1915,NA,NA,1915,NA,NA,July 1915,Massachusetts,Essex County,Manchester,Manchester,42.57842,-70.75813,3639m,Raphanus sativus L.,sativus
2234330872,2,16,22,2234330872,2234330872,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Rowan,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
SML_3978740087,0,2,20,SML_3978740087,3978740087,BAYLU,R. D. Thomas,2000-03-14,74,74,2000,3,14,14 March 2000,Louisiana,Winn,NA,north of La. 156 at the east edge of the town of Calvin,31.965717,-92.775709,2136.0,Raphanus raphanistrum L.,raphanistrum
3357380510,1,6,2,3357380510,3357380510,GMUF,"Ted Bradley, Hunt, Kordella, Rahim",1998-05-19,139,139,1998,5,19,19 May 1998,Virginia,Patrick,NA,"Maple Swamp Branch, w. of rte. 600 at U.S. 58, w. of Meadows of Dan.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3744713800,0,0,47,3744713800,3744713800,UNA,John R. MacDonald,1992-05-19,140,140,1992,5,19,5/19/1992,Alabama,Dale,NA,vicinity of Grimes; Roadside of county Rd. 25 or Denton Rd. at 0.3 miles north of Houston County line,31.29,-85.42,NA,Raphanus raphanistrum L.,raphanistrum
2512754491,0,0,11,2512754491,2512754491,US,A. Langlois,1885-05-06,126,126,1885,5,6,NA,Louisiana,NA,NA,Ludoviciana. On ballast ground. Port Eads.,29.01519,-89.16681,1500,Raphanus sativus L.,sativus
4102367467,4,7,7,4102367467,4102367467,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Richmond,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2573103437,2,1,1,2573103437,2573103437,VT,NA,1893-06-30,181,181,1893,6,30,1893-6-30,New Hampshire,Grafton,Hanover,NA,43.71556,-72.19101,9733.0,Raphanus raphanistrum L.,raphanistrum
2430095358,0,8,12,2430095358,2430095358,RSA,L. C. Wheeler,1966-10-25,298,298,1966,10,25,25 Oct. 1966,California,Los Angeles,NA,"1/4 mile N of El Encanto, San Gabriel Canyon.",NA,NA,NA,Raphanus sativus L.,sativus
3865094242,1,3,32,3865094242,3865094242,PH,Benjamin H. Smith,1900-07-02,183,183,1900,7,2,NA,Pennsylvania,Delaware,NA,Middletown,NA,NA,NA,Raphanus sativus L.,sativus
3865096290,0,0,1,3865096290,3865096290,PH,Bayard Long,1954-06-01,152,152,1954,6,1,NA,Pennsylvania,Montgomery,NA,"Church Rd. W of Limekiln Pk., Glenside",40.094058,-75.165183,338.0,Raphanus raphanistrum L.,raphanistrum
3865375347,0,2,11,3865375347,3865375347,PH,John W. Eckfeldt,1909-06-21,172,172,1909,6,21,"June 21, 1909",Pennsylvania,Bucks,NA,Perkasie,NA,NA,NA,Raphanus sativus L.,sativus
3344498475,0,0,8,3344498475,3344498475,CLEMS,"Fairey, J.E. III",1997-06-25,176,176,1997,6,25,NA,South Carolina,Pickens,NA,"348 Issaqueena Trail, Clemson, SC.",NA,NA,NA,Raphanus sativus L.,sativus
2573011103,2,2,4,2573011103,2573011103,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
3865364297,2,6,19,3865364297,3865364297,PH,William Randolph Taylor,1916-07-07,189,189,1916,7,7,NA,Pennsylvania,Delaware,NA,Essington,39.862189,-75.297002,1036.0,Raphanus raphanistrum L.,raphanistrum
5836322208,0,6,37,5836322208,5836322208,UF,Alan R. Franck;Kaitlin C. Alexander;C./F./E. Alexander,2022-03-27,86,86,2022,3,27,NA,Florida,Leon County,NA,NA,30.383,-84.307,NA,Raphanus sativus L.,sativus
2430266010,2,26,19,2430266010,2430266010,RSA,E. C. Twisselmann,1964-05-06,127,127,1964,5,6,"May 6, 1964.",California,San Bernardino,NA,S end of Kramer Hills,NA,NA,NA,Raphanus sativus L.,sativus
3897882337,0,7,47,3897882337,3897882337,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Monmouth,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5103868189,4,9,3,5103868189,5103868189,WILLI,"Berg, Mary H",1973-03-30,89,89,1973,3,30,NA,Virginia,Gloucester,NA,"Berg farm, rt 616, Clay Bank",37.351017,-76.606813,411.0,Raphanus raphanistrum L.,raphanistrum
5067926811,0,2,34,5067926811,5067926811,University of New Hampshire,H. E. Sargent,1910-07-16,197,197,1910,7,16,NA,New Hampshire,Carroll,Wolfeboro,[no precise locality],43.61174,-71.1706,9493.0,Raphanus raphanistrum L.,raphanistrum
3865107318,1,4,4,3865107318,3865107318,PH,Thomas C. Porter,1897-06-28,179,179,1897,6,28,NA,Pennsylvania,Northampton,NA,"College Hill, Easton",40.703229,-75.207386,1373.0,Raphanus raphanistrum L.,raphanistrum
4436954623,0,1,11,4436954623,4436954623,State University of New York Oswego,R. L. Crockett,1939-07-01,182,182,1939,7,1,July 1/39,New York,Oneida,NA,Station- Fish Creek Station,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3709997118,2,18,6,3709997118,3709997118,GA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Harnett County,NA,"Harnett County, NC",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
